,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
444,0.7314,Sat Jul 14 15:35:05 +0000 2018,0.549,0.142,0.309,45,@nytimes
445,0.4199,Sat Jul 14 15:20:03 +0000 2018,0.883,0.0,0.117,46,@nytimes
446,0.0,Sat Jul 14 15:05:06 +0000 2018,1.0,0.0,0.0,47,@nytimes
447,0.0,Sat Jul 14 14:50:04 +0000 2018,1.0,0.0,0.0,48,@nytimes
448,0.0,Sat Jul 14 14:40:08 +0000 2018,1.0,0.0,0.0,49,@nytimes
449,-0.3919,Sat Jul 14 14:30:09 +0000 2018,0.726,0.175,0.1,50,@nytimes
450,0.4939,Sat Jul 14 14:17:06 +0000 2018,0.563,0.141,0.296,51,@nytimes
451,-0.3612,Sat Jul 14 14:02:04 +0000 2018,0.762,0.238,0.0,52,@nytimes
452,0.3182,Sat Jul 14 13:42:03 +0000 2018,0.839,0.0,0.161,53,@nytimes
453,-0.296,Sat Jul 14 13:21:05 +0000 2018,0.784,0.216,0.0,54,@nytimes
454,-0.2023,Sat Jul 14 13:02:04 +0000 2018,0.87,0.13,0.0,55,@nytimes
455,0.3818,Sat Jul 14 12:42:05 +0000 2018,0.843,0.0,0.157,56,@nytimes
456,0.4404,Sat Jul 14 12:21:06 +0000 2018,0.854,0.0,0.146,57,@nytimes
457,0.0,Sat Jul 14 12:02:04 +0000 2018,1.0,0.0,0.0,58,@nytimes
458,0.4926,Sat Jul 14 11:41:02 +0000 2018,0.868,0.0,0.132,59,@nytimes
459,0.4404,Sat Jul 14 11:21:01 +0000 2018,0.868,0.0,0.132,60,@nytimes
460,0.0516,Sat Jul 14 11:02:04 +0000 2018,0.708,0.163,0.129,61,@nytimes
461,0.0,Sat Jul 14 10:52:59 +0000 2018,1.0,0.0,0.0,62,@nytimes
462,0.0,Sat Jul 14 10:35:48 +0000 2018,1.0,0.0,0.0,63,@nytimes
463,0.0,Sat Jul 14 10:31:04 +0000 2018,1.0,0.0,0.0,64,@nytimes
464,0.0,Sat Jul 14 10:14:48 +0000 2018,1.0,0.0,0.0,65,@nytimes
465,0.0,Sat Jul 14 10:07:16 +0000 2018,1.0,0.0,0.0,66,@nytimes
466,0.6486,Sat Jul 14 09:50:19 +0000 2018,0.47,0.121,0.409,67,@nytimes
467,0.8176,Sat Jul 14 09:32:02 +0000 2018,0.564,0.0,0.436,68,@nytimes
468,0.4404,Sat Jul 14 09:10:05 +0000 2018,0.805,0.0,0.195,69,@nytimes
469,0.6369,Sat Jul 14 09:08:25 +0000 2018,0.802,0.0,0.198,70,@nytimes
470,-0.6369,Sat Jul 14 08:50:44 +0000 2018,0.833,0.167,0.0,71,@nytimes
471,-0.1531,Sat Jul 14 08:33:04 +0000 2018,0.918,0.082,0.0,72,@nytimes
472,0.0,Sat Jul 14 08:09:19 +0000 2018,1.0,0.0,0.0,73,@nytimes
473,0.0,Sat Jul 14 07:51:52 +0000 2018,1.0,0.0,0.0,74,@nytimes
474,0.0,Sat Jul 14 07:33:06 +0000 2018,1.0,0.0,0.0,75,@nytimes
475,-0.3182,Sat Jul 14 07:06:06 +0000 2018,0.733,0.168,0.099,76,@nytimes
476,0.5106,Sat Jul 14 06:48:47 +0000 2018,0.837,0.0,0.163,77,@nytimes
477,-0.34,Sat Jul 14 06:32:01 +0000 2018,0.882,0.118,0.0,78,@nytimes
478,0.0,Sat Jul 14 06:02:38 +0000 2018,1.0,0.0,0.0,79,@nytimes
479,0.0,Sat Jul 14 05:46:04 +0000 2018,1.0,0.0,0.0,80,@nytimes
480,-0.5574,Sat Jul 14 05:32:02 +0000 2018,0.859,0.141,0.0,81,@nytimes
481,0.0,Sat Jul 14 05:06:06 +0000 2018,1.0,0.0,0.0,82,@nytimes
482,-0.296,Sat Jul 14 04:55:42 +0000 2018,0.901,0.099,0.0,83,@nytimes
483,-0.5563,Sat Jul 14 04:39:05 +0000 2018,0.86,0.14,0.0,84,@nytimes
484,0.0,Sat Jul 14 04:22:03 +0000 2018,1.0,0.0,0.0,85,@nytimes
485,-0.3182,Sat Jul 14 04:11:38 +0000 2018,0.827,0.173,0.0,86,@nytimes
486,0.8225,Sat Jul 14 04:02:05 +0000 2018,0.613,0.071,0.316,87,@nytimes
487,0.0,Sat Jul 14 03:47:03 +0000 2018,1.0,0.0,0.0,88,@nytimes
488,0.2023,Sat Jul 14 03:39:42 +0000 2018,0.859,0.0,0.141,89,@nytimes
489,-0.5267,Sat Jul 14 03:32:04 +0000 2018,0.855,0.145,0.0,90,@nytimes
490,-0.4019,Sat Jul 14 03:17:02 +0000 2018,0.838,0.162,0.0,91,@nytimes
491,0.8555,Sat Jul 14 03:02:03 +0000 2018,0.455,0.0,0.545,92,@nytimes
492,-0.8807,Sat Jul 14 02:47:06 +0000 2018,0.603,0.397,0.0,93,@nytimes
493,-0.0772,Sat Jul 14 02:32:05 +0000 2018,0.711,0.151,0.138,94,@nytimes
494,-0.6407,Sat Jul 14 02:17:03 +0000 2018,0.784,0.216,0.0,95,@nytimes
495,-0.1779,Sat Jul 14 02:02:03 +0000 2018,0.738,0.144,0.118,96,@nytimes
496,0.2023,Sat Jul 14 01:48:04 +0000 2018,0.913,0.0,0.087,97,@nytimes
497,0.0,Sat Jul 14 01:37:29 +0000 2018,1.0,0.0,0.0,98,@nytimes
498,0.2831,Sat Jul 14 01:32:02 +0000 2018,0.757,0.083,0.16,99,@nytimes
499,0.0,Sat Jul 14 01:17:06 +0000 2018,1.0,0.0,0.0,100,@nytimes
